lane,event,start_us,end_us,detail
"tile 0,3 dma s2mm 0",DMA_S2MM_0_STALLED_LOCK_MEM|DMA_S2MM_0_MEMORY_BACKPRESSURE_MEM|LOCK_SEL0_ACQ_GE_MEM,6230.867768,6230.868768,cycles 131162332..131162332 (1 cyc)
"tile 0,3 dma s2mm 0",DMA_S2MM_0_MEMORY_BACKPRESSURE_MEM,6230.867768,6230.868768,cycles 131162332..131162332 (1 cyc)
"tile 0,3 dma s2mm 0",DMA_S2MM_0_STREAM_STARVATION_MEM,6230.878769,6230.879769,cycles 131162343..131162343 (1 cyc)
"tile 0,3 dma s2mm 0",DMA_S2MM_0_STALLED_LOCK_MEM,6230.983779,6230.984779,cycles 131162448..131162448 (1 cyc)
"tile 0,3 dma s2mm 0",DMA_S2MM_0_FINISHED_BD_MEM|DMA_S2MM_0_STALLED_LOCK_MEM,6230.983779,6230.984779,cycles 131162448..131162448 (1 cyc)
"tile 0,3 dma s2mm 0",DMA_S2MM_0_STALLED_LOCK_MEM,6230.983779,6230.988779,cycles 131162448..131162452 (5 cyc)
"tile 0,3 dma s2mm 0",DMA_S2MM_0_STALLED_LOCK_MEM|LOCK_0_REL_MEM,6230.987779,6230.988779,cycles 131162452..131162452 (1 cyc)
"tile 0,3 dma s2mm 0",DMA_S2MM_0_STALLED_LOCK_MEM,6230.987779,6230.988779,cycles 131162452..131162452 (1 cyc)
"tile 0,3 dma s2mm 0",DMA_S2MM_0_STALLED_LOCK_MEM|LOCK_SEL0_ACQ_GE_MEM,6230.987779,6230.988779,cycles 131162452..131162452 (1 cyc)
"tile 0,3 dma s2mm 0",DMA_S2MM_0_STALLED_LOCK_MEM,6231.106791,6231.107791,cycles 131162571..131162571 (1 cyc)
"tile 0,3 dma s2mm 0",DMA_S2MM_0_FINISHED_BD_MEM|DMA_S2MM_0_STALLED_LOCK_MEM,6231.106791,6231.107791,cycles 131162571..131162571 (1 cyc)
"tile 0,3 dma s2mm 0",DMA_S2MM_0_STALLED_LOCK_MEM,6231.106791,6231.119792,cycles 131162571..131162583 (13 cyc)
"tile 0,3 dma s2mm 0",DMA_S2MM_0_STALLED_LOCK_MEM|DMA_S2MM_0_MEMORY_BACKPRESSURE_MEM,6231.118792,6231.439822,cycles 131162583..131162903 (321 cyc)
"tile 0,3 dma s2mm 0",DMA_S2MM_0_STALLED_LOCK_MEM|DMA_S2MM_0_MEMORY_BACKPRESSURE_MEM|LOCK_0_REL_MEM,6231.438822,6231.439822,cycles 131162903..131162903 (1 cyc)
"tile 0,3 dma s2mm 0",DMA_S2MM_0_STALLED_LOCK_MEM|DMA_S2MM_0_MEMORY_BACKPRESSURE_MEM|LOCK_SEL0_ACQ_GE_MEM,6231.438822,6231.439822,cycles 131162903..131162903 (1 cyc)
"tile 0,3 dma s2mm 0",DMA_S2MM_0_MEMORY_BACKPRESSURE_MEM,6231.438822,6231.439822,cycles 131162903..131162903 (1 cyc)
"tile 0,3 dma s2mm 0",DMA_S2MM_0_FINISHED_BD_MEM|DMA_S2MM_0_STALLED_LOCK_MEM,6231.555834,6231.556834,cycles 131163020..131163020 (1 cyc)
"tile 0,3 dma s2mm 0",DMA_S2MM_0_STALLED_LOCK_MEM,6231.555834,6231.568835,cycles 131163020..131163032 (13 cyc)
"tile 0,3 dma s2mm 0",DMA_S2MM_0_STALLED_LOCK_MEM|DMA_S2MM_0_MEMORY_BACKPRESSURE_MEM,6231.567835,6233.349005,cycles 131163032..131164812 (1781 cyc)
"tile 0,3 dma s2mm 0",DMA_S2MM_0_STALLED_LOCK_MEM|DMA_S2MM_0_MEMORY_BACKPRESSURE_MEM|LOCK_0_REL_MEM,6233.348005,6233.349005,cycles 131164812..131164812 (1 cyc)
"tile 0,3 dma s2mm 0",DMA_S2MM_0_STALLED_LOCK_MEM|DMA_S2MM_0_MEMORY_BACKPRESSURE_MEM|LOCK_SEL0_ACQ_GE_MEM,6233.348005,6233.349005,cycles 131164812..131164812 (1 cyc)
"tile 0,3 dma s2mm 0",DMA_S2MM_0_MEMORY_BACKPRESSURE_MEM,6233.348005,6233.349005,cycles 131164812..131164812 (1 cyc)
"tile 0,3 dma s2mm 0",DMA_S2MM_0_FINISHED_BD_MEM|DMA_S2MM_0_STALLED_LOCK_MEM,6233.465016,6233.466016,cycles 131164929..131164929 (1 cyc)
"tile 0,3 dma s2mm 0",DMA_S2MM_0_STALLED_LOCK_MEM,6233.465016,6233.478017,cycles 131164929..131164941 (13 cyc)
"tile 0,3 dma s2mm 0",DMA_S2MM_0_STALLED_LOCK_MEM|DMA_S2MM_0_MEMORY_BACKPRESSURE_MEM,6233.477017,6234.096076,cycles 131164941..131165559 (619 cyc)
"tile 0,3 dma s2mm 0",DMA_S2MM_0_STALLED_LOCK_MEM|DMA_S2MM_0_MEMORY_BACKPRESSURE_MEM|LOCK_0_REL_MEM,6234.095076,6234.096076,cycles 131165559..131165559 (1 cyc)
"tile 0,3 dma s2mm 0",DMA_S2MM_0_STALLED_LOCK_MEM|DMA_S2MM_0_MEMORY_BACKPRESSURE_MEM|LOCK_SEL0_ACQ_GE_MEM,6234.095076,6234.096076,cycles 131165559..131165559 (1 cyc)
"tile 0,3 dma s2mm 0",DMA_S2MM_0_MEMORY_BACKPRESSURE_MEM,6234.095076,6234.096076,cycles 131165559..131165559 (1 cyc)
"tile 0,3 dma s2mm 0",DMA_S2MM_0_FINISHED_BD_MEM|DMA_S2MM_0_STALLED_LOCK_MEM,6234.212088,6234.213088,cycles 131165676..131165676 (1 cyc)
"tile 0,3 dma s2mm 0",DMA_S2MM_0_STALLED_LOCK_MEM,6234.212088,6234.225089,cycles 131165676..131165688 (13 cyc)
"tile 0,3 dma s2mm 0",DMA_S2MM_0_STALLED_LOCK_MEM|DMA_S2MM_0_MEMORY_BACKPRESSURE_MEM,6234.224089,6234.880151,cycles 131165688..131166343 (656 cyc)
"tile 0,3 dma s2mm 0",DMA_S2MM_0_STALLED_LOCK_MEM|DMA_S2MM_0_MEMORY_BACKPRESSURE_MEM|LOCK_0_REL_MEM,6234.879151,6234.880151,cycles 131166343..131166343 (1 cyc)
"tile 0,3 dma s2mm 0",DMA_S2MM_0_STALLED_LOCK_MEM|DMA_S2MM_0_MEMORY_BACKPRESSURE_MEM|LOCK_SEL0_ACQ_GE_MEM,6234.879151,6234.880151,cycles 131166343..131166343 (1 cyc)
"tile 0,3 dma s2mm 0",DMA_S2MM_0_MEMORY_BACKPRESSURE_MEM,6234.879151,6234.880151,cycles 131166343..131166343 (1 cyc)
"tile 0,3 dma s2mm 0",DMA_S2MM_0_FINISHED_BD_MEM|DMA_S2MM_0_STALLED_LOCK_MEM,6234.996162,6234.997163,cycles 131166460..131166460 (1 cyc)
"tile 0,3 dma s2mm 0",DMA_S2MM_0_STALLED_LOCK_MEM,6234.996162,6235.009164,cycles 131166460..131166472 (13 cyc)
"tile 0,3 dma s2mm 0",DMA_S2MM_0_STALLED_LOCK_MEM|DMA_S2MM_0_MEMORY_BACKPRESSURE_MEM,6235.008164,6236.955350,cycles 131166472..131168418 (1947 cyc)
"tile 0,3 dma s2mm 0",DMA_S2MM_0_STALLED_LOCK_MEM|DMA_S2MM_0_MEMORY_BACKPRESSURE_MEM|LOCK_0_REL_MEM,6236.954350,6236.955350,cycles 131168418..131168418 (1 cyc)
"tile 0,3 dma s2mm 0",DMA_S2MM_0_STALLED_LOCK_MEM|DMA_S2MM_0_MEMORY_BACKPRESSURE_MEM|LOCK_SEL0_ACQ_GE_MEM,6236.954350,6236.955350,cycles 131168418..131168418 (1 cyc)
"tile 0,3 dma s2mm 0",DMA_S2MM_0_MEMORY_BACKPRESSURE_MEM,6236.954350,6236.955350,cycles 131168418..131168418 (1 cyc)
"tile 0,3 dma s2mm 0",DMA_S2MM_0_FINISHED_BD_MEM|DMA_S2MM_0_STALLED_LOCK_MEM,6237.071361,6237.072361,cycles 131168535..131168535 (1 cyc)
"tile 0,3 dma s2mm 0",DMA_S2MM_0_STALLED_LOCK_MEM,6237.071361,6237.084362,cycles 131168535..131168547 (13 cyc)
"tile 0,3 dma s2mm 0",DMA_S2MM_0_STALLED_LOCK_MEM|DMA_S2MM_0_MEMORY_BACKPRESSURE_MEM,6237.083362,6238.240473,cycles 131168547..131169703 (1157 cyc)
"tile 0,3 dma s2mm 0",DMA_S2MM_0_STALLED_LOCK_MEM|DMA_S2MM_0_MEMORY_BACKPRESSURE_MEM|LOCK_0_REL_MEM,6238.239473,6238.240473,cycles 131169703..131169703 (1 cyc)
"tile 0,3 dma s2mm 0",DMA_S2MM_0_STALLED_LOCK_MEM|DMA_S2MM_0_MEMORY_BACKPRESSURE_MEM|LOCK_SEL0_ACQ_GE_MEM,6238.239473,6238.240473,cycles 131169703..131169703 (1 cyc)
"tile 0,3 dma s2mm 0",DMA_S2MM_0_MEMORY_BACKPRESSURE_MEM,6238.239473,6238.240473,cycles 131169703..131169703 (1 cyc)
"tile 0,3 dma s2mm 0",DMA_S2MM_0_FINISHED_BD_MEM|DMA_S2MM_0_STALLED_LOCK_MEM,6238.356484,6238.357484,cycles 131169820..131169820 (1 cyc)
"tile 0,3 dma s2mm 0",DMA_S2MM_0_STALLED_LOCK_MEM,6238.356484,6238.369485,cycles 131169820..131169832 (13 cyc)
"tile 0,3 dma s2mm 0",DMA_S2MM_0_STALLED_LOCK_MEM|DMA_S2MM_0_MEMORY_BACKPRESSURE_MEM,6238.368485,6238.681515,cycles 131169832..131170144 (313 cyc)
"tile 0,3 dma s2mm 0",DMA_S2MM_0_STALLED_LOCK_MEM|DMA_S2MM_0_MEMORY_BACKPRESSURE_MEM|LOCK_0_REL_MEM,6238.680515,6238.681515,cycles 131170144..131170144 (1 cyc)
"tile 0,3 dma s2mm 0",DMA_S2MM_0_STALLED_LOCK_MEM|DMA_S2MM_0_MEMORY_BACKPRESSURE_MEM|LOCK_SEL0_ACQ_GE_MEM,6238.680515,6238.681515,cycles 131170144..131170144 (1 cyc)
"tile 0,3 dma s2mm 0",DMA_S2MM_0_MEMORY_BACKPRESSURE_MEM,6238.680515,6238.681515,cycles 131170144..131170144 (1 cyc)
"tile 0,3 dma s2mm 0",DMA_S2MM_0_FINISHED_BD_MEM|DMA_S2MM_0_STALLED_LOCK_MEM,6238.797526,6238.798526,cycles 131170261..131170261 (1 cyc)
"tile 0,3 dma s2mm 0",DMA_S2MM_0_STALLED_LOCK_MEM,6238.797526,6238.810527,cycles 131170261..131170273 (13 cyc)
"tile 0,3 dma s2mm 0",DMA_S2MM_0_STALLED_LOCK_MEM|DMA_S2MM_0_MEMORY_BACKPRESSURE_MEM,6238.809527,6238.895535,cycles 131170273..131170358 (86 cyc)
"tile 0,3 dma s2mm 0",DMA_S2MM_0_STALLED_LOCK_MEM|DMA_S2MM_0_MEMORY_BACKPRESSURE_MEM|LOCK_0_REL_MEM,6238.894535,6238.895535,cycles 131170358..131170358 (1 cyc)
"tile 0,3 dma s2mm 0",DMA_S2MM_0_STALLED_LOCK_MEM|DMA_S2MM_0_MEMORY_BACKPRESSURE_MEM|LOCK_SEL0_ACQ_GE_MEM,6238.894535,6238.895535,cycles 131170358..131170358 (1 cyc)
"tile 0,3 dma s2mm 0",DMA_S2MM_0_MEMORY_BACKPRESSURE_MEM,6238.894535,6238.895535,cycles 131170358..131170358 (1 cyc)
"tile 0,3 dma s2mm 0",DMA_S2MM_0_STREAM_STARVATION_MEM,6239.008546,6239.009546,cycles 131170472..131170472 (1 cyc)
"tile 0,3 dma s2mm 0",DMA_S2MM_0_STREAM_STARVATION_MEM,6239.008546,6239.010546,cycles 131170472..131170473 (2 cyc)
"tile 0,3 dma s2mm 0",DMA_S2MM_0_FINISHED_BD_MEM|DMA_S2MM_0_STALLED_LOCK_MEM|DMA_S2MM_0_STREAM_STARVATION_MEM,6239.009546,6239.010546,cycles 131170473..131170473 (1 cyc)
"tile 0,3 dma s2mm 0",DMA_S2MM_0_STALLED_LOCK_MEM|DMA_S2MM_0_STREAM_STARVATION_MEM,6239.009546,6239.078553,cycles 131170473..131170541 (69 cyc)
"tile 0,3 dma s2mm 0",DMA_S2MM_0_STALLED_LOCK_MEM|DMA_S2MM_0_STREAM_STARVATION_MEM|LOCK_0_REL_MEM,6239.077553,6239.078553,cycles 131170541..131170541 (1 cyc)
"tile 0,3 dma s2mm 0",DMA_S2MM_0_STALLED_LOCK_MEM|DMA_S2MM_0_STREAM_STARVATION_MEM|LOCK_SEL0_ACQ_GE_MEM,6239.077553,6239.078553,cycles 131170541..131170541 (1 cyc)
"tile 0,3 dma s2mm 0",DMA_S2MM_0_STREAM_STARVATION_MEM,6239.077553,6239.266571,cycles 131170541..131170729 (189 cyc)
"tile 0,3 dma s2mm 0",DMA_S2MM_0_STREAM_STARVATION_MEM|LOCK_0_REL_MEM,6239.265571,6239.266571,cycles 131170729..131170729 (1 cyc)
"tile 0,3 dma s2mm 0",DMA_S2MM_0_STREAM_STARVATION_MEM,6239.265571,6274.257917,cycles 131170729..131205717 (34989 cyc)
"tile 0,3 dma s2mm 0",DMA_S2MM_0_STREAM_STARVATION_MEM,6274.258917,6274.259917,cycles 131205719..131205719 (1 cyc)
"tile 0,3 dma s2mm 0",DMA_S2MM_0_STREAM_STARVATION_MEM,6274.264917,6274.265917,cycles 131205725..131205725 (1 cyc)
"tile 0,3 dma s2mm 0",DMA_S2MM_0_STREAM_STARVATION_MEM,6274.264917,6274.265917,cycles 131205725..131205725 (1 cyc)
"tile 0,3 dma s2mm 0",DMA_S2MM_0_STREAM_STARVATION_MEM,6274.272918,6274.273918,cycles 131205733..131205733 (1 cyc)
"tile 0,3 dma s2mm 0",DMA_S2MM_0_STREAM_STARVATION_MEM,6274.272918,6274.275918,cycles 131205733..131205735 (3 cyc)
"tile 0,3 dma s2mm 0",DMA_S2MM_0_STREAM_STARVATION_MEM,6274.282919,6274.283919,cycles 131205743..131205743 (1 cyc)
"tile 0,3 dma s2mm 0",DMA_S2MM_0_STREAM_STARVATION_MEM,6274.282919,6274.283919,cycles 131205743..131205743 (1 cyc)
"tile 0,3 dma s2mm 0",DMA_S2MM_0_STREAM_STARVATION_MEM,6274.290920,6274.291920,cycles 131205751..131205751 (1 cyc)
"tile 0,3 dma s2mm 0",DMA_S2MM_0_STREAM_STARVATION_MEM,6274.290920,6274.291920,cycles 131205751..131205751 (1 cyc)
"tile 0,3 dma s2mm 0",DMA_S2MM_0_STREAM_STARVATION_MEM,6274.298920,6274.299921,cycles 131205759..131205759 (1 cyc)
"tile 0,3 dma s2mm 0",DMA_S2MM_0_STREAM_STARVATION_MEM,6274.298920,6274.299921,cycles 131205759..131205759 (1 cyc)
"tile 0,3 dma s2mm 0",DMA_S2MM_0_STREAM_STARVATION_MEM,6274.306921,6274.307921,cycles 131205767..131205767 (1 cyc)
"tile 0,3 dma s2mm 0",DMA_S2MM_0_STREAM_STARVATION_MEM,6274.306921,6274.307921,cycles 131205767..131205767 (1 cyc)
"tile 0,3 dma s2mm 0",DMA_S2MM_0_STREAM_STARVATION_MEM,6274.314922,6274.315922,cycles 131205775..131205775 (1 cyc)
"tile 0,3 dma s2mm 0",DMA_S2MM_0_STREAM_STARVATION_MEM,6274.314922,6274.315922,cycles 131205775..131205775 (1 cyc)
"tile 0,3 dma s2mm 0",DMA_S2MM_0_STREAM_STARVATION_MEM,6274.322923,6274.323923,cycles 131205783..131205783 (1 cyc)
"tile 0,3 dma s2mm 0",DMA_S2MM_0_STREAM_STARVATION_MEM,6274.322923,6274.323923,cycles 131205783..131205783 (1 cyc)
"tile 0,3 dma s2mm 0",DMA_S2MM_0_STREAM_STARVATION_MEM,6274.330923,6274.331924,cycles 131205791..131205791 (1 cyc)
"tile 0,3 dma s2mm 0",DMA_S2MM_0_STREAM_STARVATION_MEM,6274.330923,6274.331924,cycles 131205791..131205791 (1 cyc)
"tile 0,3 dma s2mm 0",DMA_S2MM_0_STREAM_STARVATION_MEM,6274.338924,6274.339924,cycles 131205799..131205799 (1 cyc)
"tile 0,3 dma s2mm 0",DMA_S2MM_0_STREAM_STARVATION_MEM,6274.338924,6274.339924,cycles 131205799..131205799 (1 cyc)
"tile 0,3 dma s2mm 0",DMA_S2MM_0_STREAM_STARVATION_MEM,6274.346925,6274.347925,cycles 131205807..131205807 (1 cyc)
"tile 0,3 dma s2mm 0",DMA_S2MM_0_STREAM_STARVATION_MEM,6274.346925,6274.347925,cycles 131205807..131205807 (1 cyc)
"tile 0,3 dma s2mm 0",DMA_S2MM_0_STREAM_STARVATION_MEM,6274.354926,6274.355926,cycles 131205815..131205815 (1 cyc)
"tile 0,3 dma s2mm 0",DMA_S2MM_0_STREAM_STARVATION_MEM,6274.354926,6274.356926,cycles 131205815..131205816 (2 cyc)
"tile 0,3 dma s2mm 0",DMA_S2MM_0_STREAM_STARVATION_MEM,6274.363927,6274.365927,cycles 131205824..131205825 (2 cyc)
"tile 0,3 dma s2mm 0",DMA_S2MM_0_STREAM_STARVATION_MEM,6274.364927,6274.365927,cycles 131205825..131205825 (1 cyc)
"tile 0,3 dma s2mm 0",LOCK_SEL0_ACQ_GE_MEM,6274.370927,6274.371927,cycles 131205831..131205831 (1 cyc)
"tile 0,3 dma s2mm 0",DMA_S2MM_0_STREAM_STARVATION_MEM,6274.371927,6274.372928,cycles 131205832..131205832 (1 cyc)
"tile 0,3 dma s2mm 0",DMA_S2MM_0_STREAM_STARVATION_MEM,6274.371927,6274.372928,cycles 131205832..131205832 (1 cyc)
"tile 0,3 dma s2mm 0",DMA_S2MM_0_FINISHED_BD_MEM,6274.383929,6274.384929,cycles 131205844..131205844 (1 cyc)
"tile 0,3 dma s2mm 0",DMA_S2MM_0_STREAM_STARVATION_MEM,6274.383929,6274.388929,cycles 131205844..131205848 (5 cyc)
"tile 0,3 dma s2mm 0",DMA_S2MM_0_STREAM_STARVATION_MEM,6274.391929,6274.392929,cycles 131205852..131205852 (1 cyc)
"tile 0,3 dma s2mm 0",DMA_S2MM_0_STREAM_STARVATION_MEM,6274.391929,6274.396930,cycles 131205852..131205856 (5 cyc)
"tile 0,3 dma s2mm 0",LOCK_0_REL_MEM,6274.396930,6274.397930,cycles 131205857..131205857 (1 cyc)
"tile 0,3 dma s2mm 0",DMA_S2MM_0_STREAM_STARVATION_MEM,6274.398930,6274.399930,cycles 131205859..131205859 (1 cyc)
"tile 0,3 dma s2mm 0",DMA_S2MM_0_STREAM_STARVATION_MEM,6274.398930,6274.402930,cycles 131205859..131205862 (4 cyc)
"tile 0,3 dma s2mm 0",DMA_S2MM_0_STREAM_STARVATION_MEM,6274.405931,6274.406931,cycles 131205866..131205866 (1 cyc)
"tile 0,3 dma s2mm 0",DMA_S2MM_0_STREAM_STARVATION_MEM,6274.405931,6274.411931,cycles 131205866..131205871 (6 cyc)
"tile 0,3 dma s2mm 0",DMA_S2MM_0_STREAM_STARVATION_MEM,6274.414932,6274.415932,cycles 131205875..131205875 (1 cyc)
"tile 0,3 dma s2mm 0",DMA_S2MM_0_STREAM_STARVATION_MEM,6274.414932,6274.418932,cycles 131205875..131205878 (4 cyc)
"tile 0,3 dma s2mm 0",DMA_S2MM_0_STREAM_STARVATION_MEM,6274.421932,6274.422932,cycles 131205882..131205882 (1 cyc)
"tile 0,3 dma s2mm 0",DMA_S2MM_0_STREAM_STARVATION_MEM,6274.421932,6274.427933,cycles 131205882..131205887 (6 cyc)
"tile 0,3 dma s2mm 0",DMA_S2MM_0_STREAM_STARVATION_MEM,6274.430933,6274.431933,cycles 131205891..131205891 (1 cyc)
"tile 0,3 dma s2mm 0",DMA_S2MM_0_STREAM_STARVATION_MEM,6274.430933,6274.435934,cycles 131205891..131205895 (5 cyc)
"tile 0,3 dma s2mm 0",DMA_S2MM_0_STREAM_STARVATION_MEM,6274.438934,6274.439934,cycles 131205899..131205899 (1 cyc)
"tile 0,3 dma s2mm 0",DMA_S2MM_0_STREAM_STARVATION_MEM,6274.438934,6274.442934,cycles 131205899..131205902 (4 cyc)
"tile 0,3 dma s2mm 0",DMA_S2MM_0_STREAM_STARVATION_MEM,6274.445934,6274.446935,cycles 131205906..131205906 (1 cyc)
"tile 0,3 dma s2mm 0",DMA_S2MM_0_STREAM_STARVATION_MEM,6274.445934,6274.451935,cycles 131205906..131205911 (6 cyc)
"tile 0,3 dma s2mm 0",DMA_S2MM_0_STREAM_STARVATION_MEM,6274.454935,6274.455935,cycles 131205915..131205915 (1 cyc)
"tile 0,3 dma s2mm 0",DMA_S2MM_0_STREAM_STARVATION_MEM,6274.454935,6274.458936,cycles 131205915..131205918 (4 cyc)
"tile 0,3 dma s2mm 0",DMA_S2MM_0_STREAM_STARVATION_MEM,6274.461936,6274.462936,cycles 131205922..131205922 (1 cyc)
"tile 0,3 dma s2mm 0",DMA_S2MM_0_STREAM_STARVATION_MEM,6274.461936,6274.468937,cycles 131205922..131205928 (7 cyc)
"tile 0,3 dma s2mm 0",DMA_S2MM_0_STREAM_STARVATION_MEM,6274.471937,6274.472937,cycles 131205932..131205932 (1 cyc)
"tile 0,3 dma s2mm 0",DMA_S2MM_0_STREAM_STARVATION_MEM,6274.471937,6274.475937,cycles 131205932..131205935 (4 cyc)
"tile 0,3 dma s2mm 0",DMA_S2MM_0_STREAM_STARVATION_MEM,6274.478938,6274.479938,cycles 131205939..131205939 (1 cyc)
"tile 0,3 dma s2mm 0",DMA_S2MM_0_STREAM_STARVATION_MEM,6274.478938,6274.484938,cycles 131205939..131205944 (6 cyc)
"tile 0,3 dma s2mm 0",DMA_S2MM_0_STREAM_STARVATION_MEM,6274.487939,6274.488939,cycles 131205948..131205948 (1 cyc)
"tile 0,3 dma s2mm 0",DMA_S2MM_0_STREAM_STARVATION_MEM,6274.487939,6274.492939,cycles 131205948..131205952 (5 cyc)
"tile 0,3 dma s2mm 0",DMA_S2MM_0_STREAM_STARVATION_MEM,6274.495939,6274.496939,cycles 131205956..131205956 (1 cyc)
"tile 0,3 dma s2mm 0",DMA_S2MM_0_STREAM_STARVATION_MEM,6274.495939,6274.499940,cycles 131205956..131205959 (4 cyc)
"tile 0,3 dma s2mm 0",DMA_S2MM_0_STREAM_STARVATION_MEM,6274.502940,6274.503940,cycles 131205963..131205963 (1 cyc)
"tile 0,3 dma s2mm 0",DMA_S2MM_0_STREAM_STARVATION_MEM,6274.502940,6274.508941,cycles 131205963..131205968 (6 cyc)
"tile 0,3 dma s2mm 0",DMA_S2MM_0_STREAM_STARVATION_MEM,6274.511941,6274.512941,cycles 131205972..131205972 (1 cyc)
"tile 0,3 dma s2mm 0",DMA_S2MM_0_STREAM_STARVATION_MEM,6274.511941,6274.515941,cycles 131205972..131205975 (4 cyc)
"tile 0,3 dma s2mm 0",DMA_S2MM_0_STREAM_STARVATION_MEM,6274.518941,6274.519942,cycles 131205979..131205979 (1 cyc)
"tile 0,3 dma s2mm 0",DMA_S2MM_0_STREAM_STARVATION_MEM,6274.518941,6274.524942,cycles 131205979..131205984 (6 cyc)
"tile 0,3 dma s2mm 0",DMA_S2MM_0_STREAM_STARVATION_MEM,6274.527942,6274.528942,cycles 131205988..131205988 (1 cyc)
"tile 0,3 dma s2mm 0",DMA_S2MM_0_STREAM_STARVATION_MEM,6274.527942,6274.532943,cycles 131205988..131205992 (5 cyc)
"tile 0,3 dma s2mm 0",DMA_S2MM_0_STREAM_STARVATION_MEM,6274.535943,6274.536943,cycles 131205996..131205996 (1 cyc)
"tile 0,3 dma s2mm 0",DMA_S2MM_0_STREAM_STARVATION_MEM,6274.535943,6274.539943,cycles 131205996..131205999 (4 cyc)
"tile 0,3 dma s2mm 0",DMA_S2MM_0_STREAM_STARVATION_MEM,6274.540944,6274.542944,cycles 131206001..131206002 (2 cyc)
"tile 0,3 dma s2mm 0",DMA_S2MM_0_STREAM_STARVATION_MEM,6274.541944,6274.546944,cycles 131206002..131206006 (5 cyc)
"tile 0,3 dma s2mm 0",DMA_S2MM_0_STREAM_STARVATION_MEM,6274.549944,6274.550945,cycles 131206010..131206010 (1 cyc)
"tile 0,3 dma s2mm 0",DMA_S2MM_0_STREAM_STARVATION_MEM,6274.549944,6274.553945,cycles 131206010..131206013 (4 cyc)
"tile 0,3 dma s2mm 0",DMA_S2MM_0_STREAM_STARVATION_MEM,6274.556945,6274.557945,cycles 131206017..131206017 (1 cyc)
"tile 0,3 dma s2mm 0",DMA_S2MM_0_STREAM_STARVATION_MEM,6274.556945,6274.562946,cycles 131206017..131206022 (6 cyc)
"tile 0,3 dma s2mm 0",DMA_S2MM_0_STREAM_STARVATION_MEM,6274.565946,6274.566946,cycles 131206026..131206026 (1 cyc)
"tile 0,3 dma s2mm 0",DMA_S2MM_0_STREAM_STARVATION_MEM,6274.565946,6274.569946,cycles 131206026..131206029 (4 cyc)
"tile 0,3 dma s2mm 0",DMA_S2MM_0_STREAM_STARVATION_MEM,6274.572947,6274.573947,cycles 131206033..131206033 (1 cyc)
"tile 0,3 dma s2mm 0",DMA_S2MM_0_STREAM_STARVATION_MEM,6274.572947,6274.578947,cycles 131206033..131206038 (6 cyc)
"tile 0,3 dma s2mm 0",DMA_S2MM_0_STREAM_STARVATION_MEM,6274.581947,6274.582948,cycles 131206042..131206042 (1 cyc)
"tile 0,3 dma s2mm 0",DMA_S2MM_0_STREAM_STARVATION_MEM,6274.581947,6274.586948,cycles 131206042..131206046 (5 cyc)
"tile 0,3 dma s2mm 0",DMA_S2MM_0_STREAM_STARVATION_MEM,6274.589948,6274.590948,cycles 131206050..131206050 (1 cyc)
"tile 0,3 dma s2mm 0",DMA_S2MM_0_STREAM_STARVATION_MEM,6274.589948,6274.593949,cycles 131206050..131206053 (4 cyc)
"tile 0,3 dma s2mm 0",DMA_S2MM_0_STREAM_STARVATION_MEM,6274.596949,6274.597949,cycles 131206057..131206057 (1 cyc)
"tile 0,3 dma s2mm 0",DMA_S2MM_0_STREAM_STARVATION_MEM,6274.596949,6274.601949,cycles 131206057..131206061 (5 cyc)
"tile 0,3 dma s2mm 0",LOCK_SEL0_ACQ_GE_MEM,6274.602950,6274.603950,cycles 131206063..131206063 (1 cyc)
"tile 0,3 dma s2mm 0",DMA_S2MM_0_STREAM_STARVATION_MEM,6274.603950,6274.604950,cycles 131206064..131206064 (1 cyc)
"tile 0,3 dma s2mm 0",DMA_S2MM_0_STREAM_STARVATION_MEM,6274.603950,6274.607950,cycles 131206064..131206067 (4 cyc)
"tile 0,3 dma s2mm 0",DMA_S2MM_0_STREAM_STARVATION_MEM,6274.610950,6274.611950,cycles 131206071..131206071 (1 cyc)
"tile 0,3 dma s2mm 0",DMA_S2MM_0_STREAM_STARVATION_MEM,6274.610950,6274.616951,cycles 131206071..131206076 (6 cyc)
"tile 0,3 dma s2mm 0",DMA_S2MM_0_STREAM_STARVATION_MEM,6274.619951,6274.620951,cycles 131206080..131206080 (1 cyc)
"tile 0,3 dma s2mm 0",DMA_S2MM_0_STREAM_STARVATION_MEM,6274.619951,6274.624952,cycles 131206080..131206084 (5 cyc)
"tile 0,3 dma s2mm 0",DMA_S2MM_0_STREAM_STARVATION_MEM,6274.628952,6274.629952,cycles 131206089..131206089 (1 cyc)
"tile 0,3 dma s2mm 0",DMA_S2MM_0_STREAM_STARVATION_MEM,6274.628952,6274.630952,cycles 131206089..131206090 (2 cyc)
"tile 0,3 dma s2mm 0",DMA_S2MM_0_FINISHED_BD_MEM|DMA_S2MM_0_STREAM_STARVATION_MEM,6274.629952,6274.630952,cycles 131206090..131206090 (1 cyc)
"tile 0,3 dma s2mm 0",DMA_S2MM_0_STREAM_STARVATION_MEM,6274.637953,6274.638953,cycles 131206098..131206098 (1 cyc)
"tile 0,3 dma s2mm 0",DMA_S2MM_0_STREAM_STARVATION_MEM,6274.637953,6274.639953,cycles 131206098..131206099 (2 cyc)
