lane,event,start_us,end_us,detail
"tile 0,3 core",ACTIVE|LOCK_STALL,6163.357934,6163.359934,cycles 131094456..131094457 (2 cyc)
"tile 0,3 core",ACTIVE|LOCK_STALL,6163.358934,6163.365934,cycles 131094457..131094463 (7 cyc)
"tile 0,3 core",ACTIVE|LOCK_STALL,6163.364934,6163.368934,cycles 131094463..131094466 (4 cyc)
"tile 0,3 core",ACTIVE|LOCK_STALL,6163.367934,6163.372933,cycles 131094466..131094470 (5 cyc)
"tile 0,3 core",ACTIVE|LOCK_STALL,6163.371934,6163.375933,cycles 131094470..131094473 (4 cyc)
"tile 0,3 core",ACTIVE|LOCK_STALL,6163.374933,6163.380933,cycles 131094473..131094478 (6 cyc)
"tile 0,3 core",ACTIVE|LOCK_STALL,6163.379933,6163.381933,cycles 131094478..131094479 (2 cyc)
"tile 0,3 core",ACTIVE|LOCK_STALL,6163.380933,6163.381933,cycles 131094479..131094479 (1 cyc)
"tile 0,3 core",ACTIVE|LOCK_STALL,6163.380933,6163.382933,cycles 131094479..131094480 (2 cyc)
"tile 0,3 core",ACTIVE|LOCK_STALL,6163.381933,6163.386933,cycles 131094480..131094484 (5 cyc)
"tile 0,3 core",ACTIVE|LOCK_STALL,6163.385933,6163.389933,cycles 131094484..131094487 (4 cyc)
"tile 0,3 core",ACTIVE|LOCK_STALL,6163.388933,6163.394933,cycles 131094487..131094492 (6 cyc)
"tile 0,3 core",ACTIVE|LOCK_STALL,6163.393933,6163.397933,cycles 131094492..131094495 (4 cyc)
"tile 0,3 core",ACTIVE|LOCK_STALL,6163.396933,6163.401933,cycles 131094495..131094499 (5 cyc)
"tile 0,3 core",ACTIVE|LOCK_STALL,6163.400933,6163.404933,cycles 131094499..131094502 (4 cyc)
"tile 0,3 core",ACTIVE|LOCK_STALL,6163.403933,6163.409933,cycles 131094502..131094507 (6 cyc)
"tile 0,3 core",ACTIVE|LOCK_STALL,6163.408933,6163.412933,cycles 131094507..131094510 (4 cyc)
"tile 0,3 core",ACTIVE|LOCK_STALL,6163.411933,6163.417933,cycles 131094510..131094515 (6 cyc)
"tile 0,3 core",ACTIVE|LOCK_STALL,6163.416933,6163.418933,cycles 131094515..131094516 (2 cyc)
"tile 0,3 core",ACTIVE|LOCK_STALL,6163.417933,6163.418933,cycles 131094516..131094516 (1 cyc)
"tile 0,3 core",ACTIVE|LOCK_STALL,6163.417933,6163.419933,cycles 131094516..131094517 (2 cyc)
"tile 0,3 core",ACTIVE|LOCK_STALL,6163.418933,6163.423933,cycles 131094517..131094521 (5 cyc)
"tile 0,3 core",ACTIVE|LOCK_STALL,6163.422933,6163.426933,cycles 131094521..131094524 (4 cyc)
"tile 0,3 core",ACTIVE|LOCK_STALL,6163.425933,6163.431933,cycles 131094524..131094529 (6 cyc)
"tile 0,3 core",ACTIVE|LOCK_STALL,6163.430933,6163.434933,cycles 131094529..131094532 (4 cyc)
"tile 0,3 core",ACTIVE|LOCK_STALL,6163.433933,6163.439932,cycles 131094532..131094537 (6 cyc)
"tile 0,3 core",ACTIVE|LOCK_STALL,6163.438933,6163.442932,cycles 131094537..131094540 (4 cyc)
"tile 0,3 core",ACTIVE|LOCK_STALL,6163.441932,6163.447932,cycles 131094540..131094545 (6 cyc)
"tile 0,3 core",ACTIVE|LOCK_STALL,6163.446932,6163.450932,cycles 131094545..131094548 (4 cyc)
"tile 0,3 core",ACTIVE|LOCK_STALL,6163.449932,6163.456932,cycles 131094548..131094554 (7 cyc)
"tile 0,3 core",ACTIVE|LOCK_STALL,6163.455932,6163.459932,cycles 131094554..131094557 (4 cyc)
"tile 0,3 core",ACTIVE|LOCK_STALL,6163.458932,6163.463932,cycles 131094557..131094561 (5 cyc)
"tile 0,3 core",ACTIVE|LOCK_STALL,6163.462932,6163.466932,cycles 131094561..131094564 (4 cyc)
"tile 0,3 core",ACTIVE|LOCK_STALL,6163.465932,6163.471932,cycles 131094564..131094569 (6 cyc)
"tile 0,3 core",ACTIVE|LOCK_STALL,6163.470932,6163.474932,cycles 131094569..131094572 (4 cyc)
"tile 0,3 core",ACTIVE|LOCK_STALL,6163.473932,6163.479932,cycles 131094572..131094577 (6 cyc)
"tile 0,3 core",ACTIVE|LOCK_STALL,6163.478932,6163.482932,cycles 131094577..131094580 (4 cyc)
"tile 0,3 core",ACTIVE|LOCK_STALL,6163.481932,6163.487932,cycles 131094580..131094585 (6 cyc)
"tile 0,3 core",ACTIVE|LOCK_STALL,6163.486932,6163.490932,cycles 131094585..131094588 (4 cyc)
"tile 0,3 core",ACTIVE|LOCK_STALL,6163.489932,6163.495932,cycles 131094588..131094593 (6 cyc)
"tile 0,3 core",ACTIVE|LOCK_STALL,6163.494932,6163.504932,cycles 131094593..131094602 (10 cyc)
"tile 0,3 core",ACTIVE|LOCK_STALL,6163.503932,6163.504932,cycles 131094602..131094602 (1 cyc)
"tile 0,3 core",ACTIVE|LOCK_STALL,6163.503932,6163.519931,cycles 131094602..131094617 (16 cyc)
"tile 0,3 core",ACTIVE|LOCK_STALL,6163.518931,6177.635720,cycles 131094617..131108733 (14117 cyc)
"tile 0,3 core",ACTIVE,6177.634720,6177.645720,cycles 131108733..131108743 (11 cyc)
"tile 0,3 core",ACTIVE|LOCK_STALL,6177.644720,6177.645720,cycles 131108743..131108743 (1 cyc)
"tile 0,3 core",ACTIVE,6177.644720,6177.695720,cycles 131108743..131108793 (51 cyc)
"tile 0,3 core",ACTIVE|LOCK_STALL,6177.694720,6177.695720,cycles 131108793..131108793 (1 cyc)
"tile 0,3 core",ACTIVE,6177.694720,6177.705719,cycles 131108793..131108803 (11 cyc)
"tile 0,3 core",ACTIVE|LOCK_STALL,6177.704719,6177.705719,cycles 131108803..131108803 (1 cyc)
"tile 0,3 core",ACTIVE,6177.704719,6177.711719,cycles 131108803..131108809 (7 cyc)
"tile 0,3 core",ACTIVE,6177.710719,6177.718719,cycles 131108809..131108816 (8 cyc)
"tile 0,3 core",ACTIVE,6177.717719,6177.752719,cycles 131108816..131108850 (35 cyc)
"tile 0,3 core",ACTIVE|LOCK_STALL,6177.751719,6178.046714,cycles 131108850..131109144 (295 cyc)
"tile 0,3 core",ACTIVE,6178.045714,6178.056714,cycles 131109144..131109154 (11 cyc)
"tile 0,3 core",ACTIVE|LOCK_STALL,6178.055714,6178.056714,cycles 131109154..131109154 (1 cyc)
"tile 0,3 core",ACTIVE,6178.055714,6178.106713,cycles 131109154..131109204 (51 cyc)
"tile 0,3 core",ACTIVE|LOCK_STALL,6178.105713,6178.106713,cycles 131109204..131109204 (1 cyc)
"tile 0,3 core",ACTIVE,6178.105713,6178.116713,cycles 131109204..131109214 (11 cyc)
"tile 0,3 core",ACTIVE|LOCK_STALL,6178.115713,6178.116713,cycles 131109214..131109214 (1 cyc)
"tile 0,3 core",ACTIVE,6178.115713,6178.165713,cycles 131109214..131109263 (50 cyc)
"tile 0,3 core",ACTIVE|LOCK_STALL,6178.164713,6178.168712,cycles 131109263..131109266 (4 cyc)
"tile 0,3 core",ACTIVE,6178.167712,6178.178712,cycles 131109266..131109276 (11 cyc)
"tile 0,3 core",ACTIVE|LOCK_STALL,6178.177712,6178.178712,cycles 131109276..131109276 (1 cyc)
"tile 0,3 core",ACTIVE,6178.177712,6178.228712,cycles 131109276..131109326 (51 cyc)
"tile 0,3 core",ACTIVE|LOCK_STALL,6178.227712,6194.977461,cycles 131109326..131126075 (16750 cyc)
"tile 0,3 core",ACTIVE|LOCK_STALL,6194.976461,6194.984461,cycles 131126075..131126082 (8 cyc)
"tile 0,3 core",ACTIVE|LOCK_STALL,6194.983461,6212.188204,cycles 131126082..131143286 (17205 cyc)
"tile 0,3 core",ACTIVE|LOCK_STALL,6212.187204,6212.195204,cycles 131143286..131143293 (8 cyc)
"tile 0,3 core",ACTIVE|LOCK_STALL,6212.194204,6229.536945,cycles 131143293..131160635 (17343 cyc)
"tile 0,3 core",ACTIVE|LOCK_STALL,6229.535945,6229.623944,cycles 131160635..131160722 (88 cyc)
"tile 0,3 core",ACTIVE|LOCK_STALL,6229.622944,6229.623944,cycles 131160722..131160722 (1 cyc)
"tile 0,3 core",ACTIVE|LOCK_STALL,6229.622944,6229.626944,cycles 131160722..131160725 (4 cyc)
"tile 0,3 core",ACTIVE,6229.625944,6229.636944,cycles 131160725..131160735 (11 cyc)
"tile 0,3 core",ACTIVE|LOCK_STALL,6229.635944,6229.636944,cycles 131160735..131160735 (1 cyc)
"tile 0,3 core",ACTIVE,6229.635944,6229.659943,cycles 131160735..131160758 (24 cyc)
"tile 0,3 core",ACTIVE,6229.658943,6229.684943,cycles 131160758..131160783 (26 cyc)
"tile 0,3 core",ACTIVE|LOCK_STALL,6229.683943,6229.684943,cycles 131160783..131160783 (1 cyc)
"tile 0,3 core",ACTIVE,6229.683943,6229.694943,cycles 131160783..131160793 (11 cyc)
"tile 0,3 core",ACTIVE|LOCK_STALL,6229.693943,6229.694943,cycles 131160793..131160793 (1 cyc)
"tile 0,3 core",ACTIVE,6229.693943,6229.744942,cycles 131160793..131160843 (51 cyc)
"tile 0,3 core",ACTIVE|LOCK_STALL,6229.743942,6229.843941,cycles 131160843..131160942 (100 cyc)
"tile 0,3 core",ACTIVE|LOCK_STALL,6229.842941,6229.930939,cycles 131160942..131161029 (88 cyc)
"tile 0,3 core",ACTIVE|LOCK_STALL,6229.929939,6229.930939,cycles 131161029..131161029 (1 cyc)
"tile 0,3 core",ACTIVE|LOCK_STALL,6229.929939,6229.933939,cycles 131161029..131161032 (4 cyc)
"tile 0,3 core",ACTIVE,6229.932939,6229.943939,cycles 131161032..131161042 (11 cyc)
"tile 0,3 core",ACTIVE|LOCK_STALL,6229.942939,6229.943939,cycles 131161042..131161042 (1 cyc)
"tile 0,3 core",ACTIVE,6229.942939,6229.966939,cycles 131161042..131161065 (24 cyc)
"tile 0,3 core",ACTIVE,6229.965939,6229.991938,cycles 131161065..131161090 (26 cyc)
"tile 0,3 core",ACTIVE|LOCK_STALL,6229.990938,6229.991938,cycles 131161090..131161090 (1 cyc)
"tile 0,3 core",ACTIVE,6229.990938,6229.997938,cycles 131161090..131161096 (7 cyc)
"tile 0,3 core",ACTIVE,6229.996938,6230.000938,cycles 131161096..131161099 (4 cyc)
"tile 0,3 core",ACTIVE|LOCK_STALL,6229.999938,6230.000938,cycles 131161099..131161099 (1 cyc)
"tile 0,3 core",ACTIVE,6229.999938,6230.051937,cycles 131161099..131161150 (52 cyc)
"tile 0,3 core",ACTIVE|LOCK_STALL,6230.050937,6230.051937,cycles 131161150..131161150 (1 cyc)
"tile 0,3 core",ACTIVE,6230.050937,6230.061937,cycles 131161150..131161160 (11 cyc)
"tile 0,3 core",ACTIVE|LOCK_STALL,6230.060937,6230.061937,cycles 131161160..131161160 (1 cyc)
"tile 0,3 core",ACTIVE,6230.060937,6230.078937,cycles 131161160..131161177 (18 cyc)
"tile 0,3 core",ACTIVE,6230.077937,6230.078937,cycles 131161177..131161177 (1 cyc)
"tile 0,3 core",ACTIVE,6230.077937,6230.109937,cycles 131161177..131161208 (32 cyc)
"tile 0,3 core",ACTIVE|LOCK_STALL,6230.108937,6230.109937,cycles 131161208..131161208 (1 cyc)
"tile 0,3 core",ACTIVE,6230.108937,6230.115937,cycles 131161208..131161214 (7 cyc)
"tile 0,3 core",ACTIVE,6230.114937,6230.118936,cycles 131161214..131161217 (4 cyc)
"tile 0,3 core",ACTIVE|LOCK_STALL,6230.117936,6230.118936,cycles 131161217..131161217 (1 cyc)
"tile 0,3 core",ACTIVE,6230.117936,6230.167936,cycles 131161217..131161266 (50 cyc)
"tile 0,3 core",ACTIVE|LOCK_STALL,6230.166936,6230.167936,cycles 131161266..131161266 (1 cyc)
"tile 0,3 core",ACTIVE,6230.166936,6230.177936,cycles 131161266..131161276 (11 cyc)
"tile 0,3 core",ACTIVE|LOCK_STALL,6230.176936,6230.177936,cycles 131161276..131161276 (1 cyc)
"tile 0,3 core",ACTIVE,6230.176936,6230.227935,cycles 131161276..131161326 (51 cyc)
"tile 0,3 core",ACTIVE|LOCK_STALL,6230.226935,6230.801926,cycles 131161326..131161900 (575 cyc)
"tile 0,3 core",ACTIVE|LOCK_STALL,6230.800926,6230.888925,cycles 131161900..131161987 (88 cyc)
"tile 0,3 core",ACTIVE|LOCK_STALL,6230.887925,6230.888925,cycles 131161987..131161987 (1 cyc)
"tile 0,3 core",ACTIVE|LOCK_STALL,6230.887925,6230.891925,cycles 131161987..131161990 (4 cyc)
"tile 0,3 core",ACTIVE,6230.890925,6230.901925,cycles 131161990..131162000 (11 cyc)
"tile 0,3 core",ACTIVE|LOCK_STALL,6230.900925,6230.901925,cycles 131162000..131162000 (1 cyc)
"tile 0,3 core",ACTIVE,6230.900925,6230.924924,cycles 131162000..131162023 (24 cyc)
"tile 0,3 core",ACTIVE,6230.923924,6230.949924,cycles 131162023..131162048 (26 cyc)
"tile 0,3 core",ACTIVE|LOCK_STALL,6230.948924,6230.949924,cycles 131162048..131162048 (1 cyc)
"tile 0,3 core",ACTIVE,6230.948924,6230.959924,cycles 131162048..131162058 (11 cyc)
"tile 0,3 core",ACTIVE|LOCK_STALL,6230.958924,6230.959924,cycles 131162058..131162058 (1 cyc)
"tile 0,3 core",ACTIVE,6230.958924,6231.009923,cycles 131162058..131162108 (51 cyc)
"tile 0,3 core",ACTIVE|LOCK_STALL,6231.008923,6232.416902,cycles 131162108..131163515 (1408 cyc)
"tile 0,3 core",ACTIVE|LOCK_STALL,6232.415902,6232.503901,cycles 131163515..131163602 (88 cyc)
"tile 0,3 core",ACTIVE|LOCK_STALL,6232.502901,6232.503901,cycles 131163602..131163602 (1 cyc)
"tile 0,3 core",ACTIVE|LOCK_STALL,6232.502901,6232.506901,cycles 131163602..131163605 (4 cyc)
"tile 0,3 core",ACTIVE,6232.505901,6232.516901,cycles 131163605..131163615 (11 cyc)
"tile 0,3 core",ACTIVE|LOCK_STALL,6232.515901,6232.516901,cycles 131163615..131163615 (1 cyc)
"tile 0,3 core",ACTIVE,6232.515901,6232.539900,cycles 131163615..131163638 (24 cyc)
"tile 0,3 core",ACTIVE,6232.538900,6232.564900,cycles 131163638..131163663 (26 cyc)
"tile 0,3 core",ACTIVE|LOCK_STALL,6232.563900,6232.564900,cycles 131163663..131163663 (1 cyc)
"tile 0,3 core",ACTIVE,6232.563900,6232.574900,cycles 131163663..131163673 (11 cyc)
"tile 0,3 core",ACTIVE|LOCK_STALL,6232.573900,6232.574900,cycles 131163673..131163673 (1 cyc)
"tile 0,3 core",ACTIVE,6232.573900,6232.624899,cycles 131163673..131163723 (51 cyc)
"tile 0,3 core",ACTIVE|LOCK_STALL,6232.623899,6233.203890,cycles 131163723..131164302 (580 cyc)
"tile 0,3 core",ACTIVE|LOCK_STALL,6233.202890,6233.290889,cycles 131164302..131164389 (88 cyc)
"tile 0,3 core",ACTIVE|LOCK_STALL,6233.289889,6233.290889,cycles 131164389..131164389 (1 cyc)
"tile 0,3 core",ACTIVE|LOCK_STALL,6233.289889,6233.293889,cycles 131164389..131164392 (4 cyc)
"tile 0,3 core",ACTIVE,6233.292889,6233.303889,cycles 131164392..131164402 (11 cyc)
"tile 0,3 core",ACTIVE|LOCK_STALL,6233.302889,6233.303889,cycles 131164402..131164402 (1 cyc)
"tile 0,3 core",ACTIVE,6233.302889,6233.326889,cycles 131164402..131164425 (24 cyc)
"tile 0,3 core",ACTIVE,6233.325889,6233.351888,cycles 131164425..131164450 (26 cyc)
"tile 0,3 core",ACTIVE|LOCK_STALL,6233.350888,6233.351888,cycles 131164450..131164450 (1 cyc)
"tile 0,3 core",ACTIVE,6233.350888,6233.361888,cycles 131164450..131164460 (11 cyc)
"tile 0,3 core",ACTIVE|LOCK_STALL,6233.360888,6233.361888,cycles 131164460..131164460 (1 cyc)
"tile 0,3 core",ACTIVE,6233.360888,6233.412887,cycles 131164460..131164511 (52 cyc)
"tile 0,3 core",ACTIVE|LOCK_STALL,6233.411887,6233.412887,cycles 131164511..131164511 (1 cyc)
"tile 0,3 core",ACTIVE,6233.411887,6233.422887,cycles 131164511..131164521 (11 cyc)
"tile 0,3 core",ACTIVE|LOCK_STALL,6233.421887,6233.422887,cycles 131164521..131164521 (1 cyc)
"tile 0,3 core",ACTIVE,6233.421887,6233.472886,cycles 131164521..131164571 (51 cyc)
"tile 0,3 core",ACTIVE|LOCK_STALL,6233.471886,6233.977879,cycles 131164571..131165076 (506 cyc)
